transactional_key,loyalty_card_key,basket_nutri_score,basket_eco_score,basket_nova_score,basket_pct_healthy,basket_pct_sustainable,basket_pct_ultra_processed,n_scored_products,basket_health_label
1923523718174,44805762178792164910,5.0,3.0,1.0,1.0,0.0,0.0,1.0,Excellent (limited data)
1923526077443,53185555681111245620,4.0,1.0,2.0,1.0,0.0,0.0,1.0,Good (limited data)
1923527728135,81368551108231758960,1.0,5.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1923535930396,18745170554151480660,2.0,5.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1923540668416,47058251282656552690,3.0,3.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1923551663126,10887208572643648530,2.0,4.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1923552115720,23581191082004799770,3.0,5.0,1.0,0.0,0.0,0.0,1.0,Excellent (limited data)
1923587401767,51816410884848831210,2.0,3.0,3.0,0.0,0.0,0.0,1.0,Adequate (limited data)
1923587546121,90774545865238431830,2.0,7.0,3.0,0.0,1.0,0.0,1.0,Excellent (limited data)
1923622405121,27108793130206458410,3.0,4.0,1.0,0.0,0.0,0.0,1.0,Good (limited data)
1923625279489,45492560582521026790,1.0,3.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1923653999659,30946598463765794510,2.0,2.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1923660852248,76347575670370468830,2.0,5.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1923669681178,54511871522781571000,3.0,1.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1923676131332,50477462095838764670,5.0,7.0,1.0,1.0,1.0,0.0,1.0,Excellent (limited data)
1923684542505,83900829997719625000,4.0,2.0,3.0,1.0,0.0,0.0,1.0,Good (limited data)
1923690254339,67696051201059608400,2.0,6.0,4.0,0.0,0.5,1.0,2.0,Needs Improvement (limited data)
1923714885665,21595768574239021600,2.0,5.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1923718827011,56458950479353545230,1.0,5.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1923734178832,31763957763395823910,2.0,4.0,3.0,0.0,0.0,0.0,1.0,Good (limited data)
1923761588234,53609388332215574400,3.0,4.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1923770697735,57266049547627368300,2.0,3.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1923771278376,53354770730294930280,2.0,3.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1923788052481,45016942123707208090,2.0,3.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1923791065112,46074036187067995490,4.0,2.0,2.0,1.0,0.0,0.0,1.0,Good (limited data)
1923810376743,67752101984537534780,2.0,1.0,3.0,0.0,0.0,0.0,1.0,Adequate (limited data)
1923824901132,87704721491955405830,2.0,1.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1923825347600,53089815074182689100,1.0,3.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1923831888913,73877364023830429990,5.0,2.0,3.0,1.0,0.0,0.0,1.0,Excellent (limited data)
1923835657219,52199168201595874050,1.0,4.0,2.0,0.0,0.0,0.0,1.0,Adequate (limited data)
1923837989926,18198508930460171820,2.0,2.0,3.0,0.0,0.0,0.0,1.0,Adequate (limited data)
1923883074568,83817849067826994170,1.0,5.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1923889063969,65113562256353490210,2.0,3.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1923890157611,43211977957676233060,2.0,5.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1923898877954,55746844789030124060,2.0,5.0,3.0,0.0,0.0,0.0,1.0,Good (limited data)
1923902475304,42819306844412781030,3.0,5.0,4.0,0.0,0.0,1.0,1.0,Adequate (limited data)
1923921084442,44243915864623153680,5.0,6.0,3.0,1.0,1.0,0.0,1.0,Excellent (limited data)
1923941328915,89253618234574912480,2.0,4.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1923942816770,23122969557283497800,3.0,4.0,3.0,0.0,0.0,0.0,1.0,Good (limited data)
1923946128384,84507060247675067950,5.0,2.0,1.0,1.0,0.0,0.0,1.0,Excellent (limited data)
1923949542416,87407617479796856090,1.0,2.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1923960955908,73494992010357514280,2.0,5.0,3.5,0.0,0.5,0.5,2.0,Adequate (limited data)
1923969372161,55070425743383447450,5.0,2.0,1.0,1.0,0.0,0.0,1.0,Excellent (limited data)
1923983836190,15060106698371841380,2.0,4.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1923984126996,91748647796693995220,2.0,3.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924007789611,89906987280925943100,1.0,6.0,3.0,0.0,1.0,0.0,1.0,Good (limited data)
1924008955920,63254444013811534700,4.0,3.0,4.0,1.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924019908651,36427534776447681900,2.0,4.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924027066401,69437579117232381830,3.0,6.0,4.0,0.0,1.0,1.0,1.0,Adequate (limited data)
1924028402688,42521856643001764940,1.0,6.0,4.0,0.0,1.0,1.0,1.0,Needs Improvement (limited data)
1924054939648,41899586420613142350,1.0,4.0,3.0,0.0,0.0,0.0,1.0,Adequate (limited data)
1924070623262,83524487594004400770,2.0,4.0,3.0,0.0,0.0,0.0,1.0,Good (limited data)
1924095917089,32431438416675110150,5.0,7.0,1.0,1.0,1.0,0.0,1.0,Excellent (limited data)
1924123704346,63127815844816141500,4.0,2.0,4.0,1.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924161208357,18948510337725988360,2.0,4.0,3.0,0.0,0.0,0.0,1.0,Good (limited data)
1924170905618,46916464246151755110,3.0,5.0,4.0,0.0,0.0,1.0,1.0,Adequate (limited data)
1924227108889,43307774888894486810,1.0,4.0,3.0,0.0,0.0,0.0,1.0,Adequate (limited data)
1924239551518,23755428129728268910,1.0,2.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924317850640,75300314723981744340,2.0,5.0,3.0,0.0,0.0,0.0,1.0,Good (limited data)
1924323760138,70429921961592267660,3.6666666666666665,7.0,3.0,0.6666666666666666,1.0,0.0,3.0,Excellent
1924343730216,80047472414360292300,2.0,4.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924343864337,76460158372189049110,3.0,1.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924343902247,20257459749095109420,5.0,6.0,4.0,1.0,1.0,1.0,1.0,Good (limited data)
1924356270108,33167840433829631240,3.0,1.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924357480476,86240842330158658300,4.0,6.0,1.0,1.0,1.0,0.0,1.0,Excellent (limited data)
1924363924513,57951374015088140900,2.0,4.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924376571904,31595616303799215110,1.0,5.0,3.0,0.0,0.0,0.0,1.0,Adequate (limited data)
1924389264384,50785719203793073610,1.0,3.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924399060001,58373377605926667620,3.0,5.0,3.0,0.0,0.0,0.0,1.0,Excellent (limited data)
1924406412307,34505008216611273990,2.0,5.0,3.0,0.0,0.0,0.0,1.0,Good (limited data)
1924414992386,54006318451213720910,3.0,3.0,3.0,0.0,0.0,0.0,1.0,Good (limited data)
1924438989846,39762953243476645740,1.0,3.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924440890393,18096566742913879710,4.0,6.0,3.0,1.0,1.0,0.0,1.0,Excellent (limited data)
1924443254784,64214124576763696710,3.0,2.0,1.0,0.0,0.0,0.0,1.0,Good (limited data)
1924446961702,74396891006531642730,3.0,3.0,3.0,0.0,0.0,0.0,1.0,Good (limited data)
1924451629072,42908314929367656860,5.0,7.0,3.0,1.0,1.0,0.0,1.0,Excellent (limited data)
1924455735305,34656086077067536130,1.0,3.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924480291867,41675617786650551060,2.0,2.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924482695190,11976542678273221910,2.0,5.0,4.0,0.0,0.5,1.0,2.0,Needs Improvement (limited data)
1924483900428,46138580500360328870,2.0,4.0,3.0,0.0,0.0,0.0,1.0,Good (limited data)
1924490634284,87330350691771681660,3.0,6.0,4.0,0.0,1.0,1.0,1.0,Adequate (limited data)
1924501932037,52690060146173462280,1.0,3.0,3.0,0.0,0.0,0.0,1.0,Adequate (limited data)
1924519585835,93803269691651584000,5.0,7.0,3.0,1.0,1.0,0.0,1.0,Excellent (limited data)
1924556829714,89167577564362483240,1.0,5.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924564457500,52153536195605821110,4.0,6.0,3.0,1.0,1.0,0.0,1.0,Excellent (limited data)
1924580206615,91481315495827921860,3.0,5.0,3.0,0.0,0.0,0.0,1.0,Excellent (limited data)
1924583424026,62907501748146668850,2.0,4.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924635557919,91561225437057653820,1.0,3.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924635934742,67833755258592599280,2.0,2.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924640581635,23192769646776935490,2.0,4.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924658639879,13815958710160227760,3.0,6.0,3.0,0.0,1.0,0.0,1.0,Excellent (limited data)
1924665062427,48783177758380890460,1.0,5.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924690823206,53515468850919036910,4.0,6.0,4.0,1.0,1.0,1.0,1.0,Adequate (limited data)
1924694049819,68566667984381930860,2.0,4.5,4.0,0.0,0.0,1.0,2.0,Needs Improvement (limited data)
1924700412952,78990883460396238890,3.0,5.0,4.0,0.0,0.0,1.0,1.0,Adequate (limited data)
1924701474828,64423290762603089280,1.0,5.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924709954584,13838833791800516230,3.0,6.0,4.0,0.0,1.0,1.0,1.0,Adequate (limited data)
1924725358631,33074890505790500810,1.0,1.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924728653828,20649086714981033720,2.0,5.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924743055362,64094437898267105100,2.0,4.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924745394188,90359696469501416220,3.0,5.0,4.0,0.0,0.0,1.0,1.0,Adequate (limited data)
1924756959254,19227245764884499920,5.0,7.0,4.0,1.0,1.0,1.0,1.0,Good (limited data)
1924762057747,33403250471836795410,2.0,4.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924779431936,83744447367555782110,2.0,5.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924780113960,26154717545826886570,1.0,5.0,3.0,0.0,0.0,0.0,1.0,Adequate (limited data)
1924785568778,90014721899474819220,2.0,7.0,3.0,0.0,1.0,0.0,1.0,Excellent (limited data)
1924800368680,87746350656233586270,4.0,7.0,4.0,1.0,1.0,1.0,1.0,Good (limited data)
1924802710557,14287300335485802180,1.0,2.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924803677208,44131956340293019840,5.0,2.0,1.0,1.0,0.0,0.0,1.0,Excellent (limited data)
1924815671333,85062885317157389450,1.0,4.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924848912424,51948328753233435080,1.0,4.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924859228170,56237478342666012870,1.0,2.0,3.0,0.0,0.0,0.0,1.0,Adequate (limited data)
1924883208194,82915767759539541520,4.0,3.0,1.0,1.0,0.0,0.0,1.0,Good (limited data)
1924886541324,34694486527324814590,2.0,5.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924905280529,70859599361871168920,2.0,5.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924934730768,65066192799708570710,5.0,7.0,1.0,1.0,1.0,0.0,1.0,Excellent (limited data)
1924935597078,21230509748728971220,1.0,3.0,3.0,0.0,0.0,0.0,1.0,Adequate (limited data)
1924944512039,78501697167526361930,4.0,6.5,3.0,1.0,1.0,0.0,2.0,Excellent (limited data)
1924975298568,59236740663341610690,2.0,4.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924994659356,75177959275925921440,1.0,1.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1924995900445,44311505139347145820,3.0,4.0,3.0,0.0,0.0,0.0,1.0,Good (limited data)
1925011880987,39254621913397821680,3.0,4.0,3.0,0.0,0.0,0.0,1.0,Good (limited data)
1925012552711,50450118749687169800,1.0,1.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925039699995,15736536370046590350,5.0,7.0,1.0,1.0,1.0,0.0,1.0,Excellent (limited data)
1925041667094,70427284360313875060,3.0,3.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925054426150,79128087137079902230,2.0,5.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925056748561,88061538504462335940,2.0,4.0,3.5,0.0,0.0,0.5,2.0,Adequate (limited data)
1925065584647,81339107824363116760,4.0,2.0,2.0,1.0,0.0,0.0,1.0,Good (limited data)
1925077508135,48464003323168951090,5.0,5.0,1.0,1.0,0.0,0.0,1.0,Excellent (limited data)
1925078598664,67081061278887523700,3.0,5.0,4.0,0.0,0.0,1.0,1.0,Adequate (limited data)
1925095459845,39214928837724891200,1.0,6.0,3.0,0.0,1.0,0.0,1.0,Good (limited data)
1925113005060,19964497706948991110,2.0,3.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925131478040,71178263417675806940,3.0,3.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925132791815,29007803956104845850,2.0,4.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925133094917,77351196525303468170,5.0,3.0,1.0,1.0,0.0,0.0,1.0,Excellent (limited data)
1925139015684,44528699888528989150,2.0,7.0,3.0,0.0,1.0,0.0,1.0,Excellent (limited data)
1925144442881,27452010418922712450,2.0,5.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925146522634,38847694081714854220,1.0,6.0,3.0,0.0,1.0,0.0,1.0,Good (limited data)
1925147644972,24775979347085005790,5.0,7.0,1.0,1.0,1.0,0.0,1.0,Excellent (limited data)
1925159389215,47571882673609695200,3.0,6.0,4.0,0.0,1.0,1.0,1.0,Adequate (limited data)
1925168375813,20554916755947876220,1.0,4.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925189616679,75293835775448233340,1.0,2.0,3.0,0.0,0.0,0.0,1.0,Adequate (limited data)
1925200807965,67161639696386265860,2.0,7.0,4.0,0.0,1.0,1.0,1.0,Adequate (limited data)
1925207234589,27643718144743008430,1.0,2.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925210855431,45564832390040404000,3.0,5.0,3.0,0.0,0.0,0.0,1.0,Excellent (limited data)
1925223347207,35063121579957728100,3.0,6.0,3.0,0.0,1.0,0.0,1.0,Excellent (limited data)
1925236171783,36231806492783268430,3.0,6.0,4.0,0.0,1.0,1.0,1.0,Adequate (limited data)
1925243129885,19870060558423621360,3.0,6.0,4.0,0.0,1.0,1.0,1.0,Adequate (limited data)
1925247217699,55088499218414917130,4.0,3.0,1.0,1.0,0.0,0.0,1.0,Good (limited data)
1925255963666,61860101974421435230,2.0,5.0,3.0,0.0,0.0,0.0,1.0,Good (limited data)
1925261340674,71968847315158734940,5.0,5.0,3.0,1.0,0.0,0.0,1.0,Excellent (limited data)
1925264784425,38777123806476021130,1.0,2.0,2.0,0.0,0.0,0.0,1.0,Adequate (limited data)
1925269018653,63591547525111967050,3.0,4.0,3.5,0.5,0.5,0.5,2.0,Adequate (limited data)
1925272131585,28910447956399113490,4.0,5.0,3.0,1.0,0.0,0.0,1.0,Excellent (limited data)
1925280456713,43281198633255148600,3.0,6.0,4.0,0.0,1.0,1.0,1.0,Adequate (limited data)
1925281654794,73050854841540351710,1.0,2.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925282571284,14535772869342442360,2.0,5.0,2.0,0.0,0.0,0.0,1.0,Good (limited data)
1925285630977,19261470793417982160,2.0,1.0,3.0,0.0,0.0,0.0,1.0,Adequate (limited data)
1925296846851,80514551178075612500,4.0,6.0,4.0,1.0,1.0,1.0,1.0,Adequate (limited data)
1925299744807,70429921961592267660,1.0,6.0,2.0,0.0,1.0,0.0,1.0,Good (limited data)
1925345301524,12203744664050416360,2.0,6.0,4.0,0.0,1.0,1.0,1.0,Needs Improvement (limited data)
1925368678409,53018950455834593470,1.0,1.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925409246225,46149140102614667980,4.0,2.0,2.0,1.0,0.0,0.0,1.0,Good (limited data)
1925409984543,13426507313377757200,1.0,5.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925414791184,21738433537992277820,2.0,4.0,3.0,0.0,0.0,0.0,1.0,Good (limited data)
1925415754789,48419868659041886590,5.0,3.0,3.0,1.0,0.0,0.0,1.0,Excellent (limited data)
1925432494096,90541351499838005370,2.0,6.0,3.0,0.0,1.0,0.0,1.0,Good (limited data)
1925433279508,35547061674255289370,2.0,4.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925434891289,18800074757944183320,4.0,2.0,1.0,1.0,0.0,0.0,1.0,Good (limited data)
1925454565405,29565935744592709550,1.0,2.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925497489409,90741288382362446590,1.0,7.0,3.0,0.0,1.0,0.0,1.0,Good (limited data)
1925500993558,77135777456459279370,2.0,6.0,4.0,0.0,1.0,1.0,1.0,Needs Improvement (limited data)
1925526587423,18553491675058521570,2.0,5.0,3.0,0.0,0.0,0.0,1.0,Good (limited data)
1925534904339,21247559555394925830,2.0,6.0,3.0,0.0,1.0,0.0,1.0,Good (limited data)
1925539370003,92454968522090427600,5.0,6.0,1.0,1.0,1.0,0.0,1.0,Excellent (limited data)
1925555247113,49411422536142073280,2.0,5.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925654030374,29772853745910154540,1.0,2.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925673672744,13906886633980655760,5.0,6.0,4.0,1.0,1.0,1.0,1.0,Good (limited data)
1925718558748,35433654014508134340,4.0,6.0,4.0,1.0,1.0,1.0,1.0,Adequate (limited data)
1925727323175,83936360091437830940,5.0,7.0,3.0,1.0,1.0,0.0,1.0,Excellent (limited data)
1925727958060,37418603418702694360,2.0,5.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925740955685,16224536403861662200,5.0,2.0,1.0,1.0,0.0,0.0,1.0,Excellent (limited data)
1925741745168,13636096432951570640,4.0,7.0,4.0,1.0,1.0,1.0,1.0,Good (limited data)
1925742562326,73455452838928827640,3.0,3.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925789774848,59473588799391020910,5.0,5.0,4.0,1.0,0.0,1.0,1.0,Good (limited data)
1925806326817,79907795753686451440,5.0,7.0,4.0,1.0,1.0,1.0,1.0,Good (limited data)
1925822144539,76216278225357318360,5.0,6.0,1.0,1.0,1.0,0.0,1.0,Excellent (limited data)
1925829206025,41279371821552976910,1.0,3.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925836207105,87693659438375048800,1.0,5.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925848720393,73769496234540196010,1.0,4.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925848728607,11454840825567824160,5.0,5.0,4.0,1.0,0.0,1.0,1.0,Good (limited data)
1925854625804,20409217482524379480,5.0,7.0,4.0,1.0,1.0,1.0,1.0,Good (limited data)
1925859351595,12688898923791169100,2.0,3.0,3.0,0.0,0.0,0.0,1.0,Adequate (limited data)
1925876320278,74786670814742193540,3.0,7.0,4.0,0.0,1.0,1.0,1.0,Adequate (limited data)
1925887672339,18841545695400357960,2.0,3.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925892836371,54823067488047334520,3.0,7.0,4.0,0.0,1.0,1.0,1.0,Adequate (limited data)
1925898652691,72554622600113454030,1.0,5.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925898741779,40199279894222510970,4.0,1.0,1.0,1.0,0.0,0.0,1.0,Good (limited data)
1925904587795,28857416473457552300,3.0,5.0,4.0,0.0,0.0,1.0,1.0,Adequate (limited data)
1925908464675,47051992322559496150,4.0,7.0,3.0,1.0,1.0,0.0,1.0,Excellent (limited data)
1925923651591,37621108907819531620,3.0,3.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925929082898,15878997023301054400,3.0,6.0,3.0,0.0,1.0,0.0,1.0,Excellent (limited data)
1925954324504,65320023300780155530,1.0,5.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925964444705,87109343972493607160,2.0,5.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1925993004059,12427020942545126800,2.0,6.0,4.0,0.0,1.0,1.0,1.0,Needs Improvement (limited data)
1926018983969,48847372937065976080,1.0,4.0,1.0,0.0,0.0,0.0,1.0,Adequate (limited data)
1926055291908,31700600332513875730,3.0,7.0,1.0,0.0,1.0,0.0,1.0,Excellent (limited data)
1926070114342,33565744302341940170,3.0,6.0,4.0,0.0,1.0,1.0,1.0,Adequate (limited data)
1926078182404,52824924789720011610,1.0,4.0,3.0,0.0,0.0,0.0,1.0,Adequate (limited data)
1926081415194,58135221450356069650,2.0,6.0,4.0,0.0,1.0,1.0,1.0,Needs Improvement (limited data)
1926082403354,83846719985335845380,1.0,3.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1926086532122,49684348540470115600,3.0,4.0,4.0,0.0,0.0,1.0,1.0,Needs Improvement (limited data)
1926147356702,40808391958509817200,2.0,5.0,3.0,0.0,0.0,0.0,1.0,Good (limited data)
